                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    334,                 1.0177,                0.65496,                 1.2875,                0.95961,                0.95731,                0.97978,                0.76342,                0.75543,                0.40278,                 1.1181,              0.0093426,              0.0093426,              0.0093426
                    335,                0.98437,                0.63689,                 1.2745,                0.96138,                0.95643,                0.97957,                0.76455,                0.75639,                0.40219,                 1.1206,              0.0093407,              0.0093407,              0.0093407
                    336,                 0.9977,                 0.6467,                 1.2859,                0.96177,                0.95688,                0.97969,                0.76653,                0.75388,                0.40049,                 1.1179,              0.0093387,              0.0093387,              0.0093387
                    337,                 1.0026,                0.64399,                 1.2748,                0.96126,                0.95758,                0.97959,                0.76748,                 0.7516,                0.39969,                  1.116,              0.0093367,              0.0093367,              0.0093367
                    338,                 1.0087,                0.65392,                 1.2787,                0.96051,                0.95757,                0.97927,                0.76757,                0.74989,                0.39942,                  1.114,              0.0093347,              0.0093347,              0.0093347
                    339,                 1.0028,                0.64581,                 1.2756,                0.96201,                0.95672,                0.98044,                0.76696,                0.74968,                0.40068,                 1.1125,              0.0093327,              0.0093327,              0.0093327
                    340,                0.99604,                0.65229,                 1.2751,                0.96508,                 0.9556,                0.98077,                0.76766,                0.74785,                0.40005,                 1.1107,              0.0093308,              0.0093308,              0.0093308
                    341,                0.98979,                0.64018,                 1.2649,                0.96575,                0.95709,                 0.9803,                0.76824,                0.74382,                0.39687,                 1.1085,              0.0093288,              0.0093288,              0.0093288
                    342,                0.98658,                0.64304,                 1.2727,                0.96544,                0.95606,                 0.9803,                0.76806,                0.74624,                0.39858,                 1.1106,              0.0093268,              0.0093268,              0.0093268
                    343,                0.99746,                0.63949,                 1.2666,                0.96237,                0.96051,                0.98103,                0.76784,                0.74882,                0.39784,                 1.1122,              0.0093248,              0.0093248,              0.0093248
                    344,                0.98337,                0.63899,                 1.2661,                0.96498,                0.96043,                0.98132,                 0.7685,                0.74634,                0.39638,                 1.1099,              0.0093228,              0.0093228,              0.0093228
                    345,                 1.0039,                0.64469,                 1.2749,                0.96298,                0.96157,                0.98066,                0.76806,                0.74619,                0.39724,                 1.1089,              0.0093209,              0.0093209,              0.0093209
                    346,                 1.0007,                0.64074,                 1.2706,                0.96299,                0.96084,                0.98153,                0.76872,                0.74655,                0.39714,                 1.1092,              0.0093189,              0.0093189,              0.0093189
                    347,                0.99582,                0.65089,                 1.2739,                0.96414,                0.95913,                0.98022,                0.76941,                0.74561,                0.39613,                  1.108,              0.0093169,              0.0093169,              0.0093169
                    348,                0.98435,                0.63305,                 1.2591,                0.96364,                0.96169,                0.98132,                0.77041,                0.74404,                0.39436,                 1.1073,              0.0093149,              0.0093149,              0.0093149
                    349,                 0.9884,                0.63596,                 1.2653,                0.96637,                0.95818,                0.98087,                0.77028,                0.74409,                0.39345,                 1.1071,              0.0093129,              0.0093129,              0.0093129
                    350,                0.98181,                0.62719,                 1.2627,                0.96457,                0.95986,                0.98065,                0.77022,                0.74377,                0.39372,                  1.107,               0.009311,               0.009311,               0.009311
                    351,                0.97465,                0.62794,                 1.2602,                0.96709,                0.95901,                0.98124,                0.77046,                0.74332,                 0.3947,                  1.107,               0.009309,               0.009309,               0.009309
                    352,                  1.011,                0.64601,                 1.2758,                0.96658,                0.95943,                0.98118,                0.77021,                 0.7426,                0.39398,                 1.1058,               0.009307,               0.009307,               0.009307
                    353,                0.98526,                0.62999,                 1.2628,                0.96507,                0.96029,                0.98089,                0.77058,                0.74148,                0.39365,                 1.1047,               0.009305,               0.009305,               0.009305
                    354,                 1.0001,                0.64554,                  1.278,                0.96792,                0.95868,                0.98126,                 0.7716,                 0.7401,                0.39193,                 1.1052,               0.009303,               0.009303,               0.009303
                    355,                0.98941,                0.64198,                 1.2718,                0.96751,                 0.9597,                0.98156,                0.77201,                0.73968,                0.39096,                 1.1061,              0.0093011,              0.0093011,              0.0093011
                    356,                0.99011,                0.63906,                 1.2716,                0.96872,                0.95941,                0.98142,                0.77227,                0.73736,                0.39014,                 1.1059,              0.0092991,              0.0092991,              0.0092991
                    357,                0.98791,                0.63479,                 1.2685,                0.96556,                0.96081,                0.98173,                 0.7731,                0.73732,                0.39103,                 1.1034,              0.0092971,              0.0092971,              0.0092971
                    358,                0.98894,                0.63483,                 1.2668,                0.96494,                0.96073,                 0.9815,                0.77271,                0.73713,                0.39145,                 1.1017,              0.0092951,              0.0092951,              0.0092951
                    359,                0.99891,                0.63166,                 1.2603,                0.96674,                0.96086,                0.98183,                0.77277,                0.73742,                0.39024,                 1.1006,              0.0092931,              0.0092931,              0.0092931
                    360,                0.98559,                0.65355,                 1.2677,                0.96557,                0.96105,                0.98182,                0.77498,                0.73598,                0.38922,                 1.0993,              0.0092912,              0.0092912,              0.0092912
                    361,                0.98822,                0.63628,                 1.2662,                0.96757,                0.96072,                 0.9828,                0.77507,                0.73444,                0.38827,                 1.0985,              0.0092892,              0.0092892,              0.0092892
                    362,                 0.9783,                0.62846,                 1.2558,                0.96521,                0.96243,                 0.9823,                0.77513,                0.73375,                0.38829,                 1.0981,              0.0092872,              0.0092872,              0.0092872
                    363,                0.99012,                0.63916,                 1.2662,                0.96437,                0.96356,                0.98222,                0.77524,                0.73277,                0.38792,                 1.0981,              0.0092852,              0.0092852,              0.0092852
                    364,                0.98061,                0.63117,                 1.2593,                0.96488,                0.96218,                0.98146,                0.77535,                0.73147,                0.38689,                 1.0965,              0.0092832,              0.0092832,              0.0092832
                    365,                0.98062,                0.63694,                 1.2651,                0.96545,                0.96354,                0.98158,                0.77641,                0.72796,                  0.386,                 1.0951,              0.0092813,              0.0092813,              0.0092813
                    366,                 0.9872,                 0.6467,                 1.2764,                0.96545,                0.96237,                0.98165,                0.77733,                0.72541,                0.38628,                 1.0928,              0.0092793,              0.0092793,              0.0092793
                    367,                0.97055,                0.62534,                 1.2556,                0.96464,                0.96367,                 0.9823,                0.77741,                0.72577,                0.38681,                 1.0912,              0.0092773,              0.0092773,              0.0092773
                    368,                0.98183,                0.63015,                 1.2566,                0.96465,                 0.9632,                0.98226,                0.77866,                 0.7236,                0.38493,                 1.0895,              0.0092753,              0.0092753,              0.0092753
                    369,                0.97851,                0.62215,                 1.2527,                0.96512,                0.96405,                0.98268,                0.77828,                0.72308,                0.38506,                 1.0889,              0.0092733,              0.0092733,              0.0092733
                    370,                 0.9618,                0.62211,                 1.2557,                0.96613,                0.96195,                0.98225,                0.77813,                0.72381,                0.38525,                 1.0918,              0.0092714,              0.0092714,              0.0092714
                    371,                0.98974,                0.63766,                  1.266,                0.96843,                0.96258,                0.98287,                 0.7782,                 0.7231,                0.38436,                 1.0915,              0.0092694,              0.0092694,              0.0092694
                    372,                0.97461,                0.63257,                 1.2577,                0.96688,                0.96466,                0.98225,                 0.7789,                0.72058,                0.38302,                 1.0899,              0.0092674,              0.0092674,              0.0092674
                    373,                0.98096,                0.63665,                 1.2551,                0.96804,                0.96381,                0.98279,                0.77885,                0.72041,                0.38306,                 1.0898,              0.0092654,              0.0092654,              0.0092654
                    374,                0.98332,                0.63382,                 1.2613,                0.96628,                0.96344,                0.98256,                0.77835,                0.72071,                0.38323,                   1.09,              0.0092634,              0.0092634,              0.0092634
                    375,                0.97646,                0.63043,                 1.2483,                0.96732,                0.96475,                0.98296,                0.77855,                0.71989,                0.38218,                 1.0879,              0.0092615,              0.0092615,              0.0092615
                    376,                0.97909,                0.63707,                 1.2563,                0.96805,                0.96245,                0.98268,                0.77908,                0.72059,                0.38206,                 1.0864,              0.0092595,              0.0092595,              0.0092595
                    377,                0.97388,                0.62761,                  1.251,                0.96895,                0.96238,                0.98245,                0.77918,                 0.7193,                0.38071,                 1.0838,              0.0092575,              0.0092575,              0.0092575
                    378,                0.97138,                0.63581,                 1.2519,                0.96751,                 0.9612,                0.98192,                0.77902,                 0.7196,                0.37963,                 1.0839,              0.0092555,              0.0092555,              0.0092555
                    379,                0.98118,                 0.6276,                  1.254,                0.96837,                0.96267,                0.98306,                0.77985,                0.71865,                0.37884,                 1.0831,              0.0092535,              0.0092535,              0.0092535
                    380,                0.97403,                0.61817,                 1.2499,                0.96696,                0.96475,                0.98264,                0.77963,                0.71787,                0.37917,                 1.0831,              0.0092516,              0.0092516,              0.0092516
                    381,                0.98226,                0.64436,                 1.2615,                0.96705,                0.96562,                0.98309,                0.77984,                0.71658,                0.37896,                 1.0818,              0.0092496,              0.0092496,              0.0092496
                    382,                0.97277,                0.61735,                 1.2475,                0.96811,                0.96282,                0.98294,                0.78082,                0.71535,                0.37804,                 1.0816,              0.0092476,              0.0092476,              0.0092476
                    383,                0.97618,                0.61626,                 1.2466,                0.96789,                0.96106,                0.98212,                0.78059,                0.71487,                0.37798,                 1.0813,              0.0092456,              0.0092456,              0.0092456
                    384,                0.97851,                0.62143,                 1.2509,                0.97176,                0.96047,                0.98252,                0.78096,                0.71415,                 0.3778,                 1.0809,              0.0092436,              0.0092436,              0.0092436
                    385,                0.95849,                0.60795,                 1.2346,                0.97127,                0.96152,                0.98242,                0.78222,                 0.7136,                0.37673,                 1.0796,              0.0092417,              0.0092417,              0.0092417
                    386,                0.97012,                0.62337,                 1.2512,                 0.9699,                0.96214,                0.98254,                0.78188,                0.71208,                0.37708,                 1.0784,              0.0092397,              0.0092397,              0.0092397
                    387,                0.95455,                 0.6148,                 1.2441,                0.97013,                0.96369,                0.98242,                0.78202,                0.71225,                 0.3774,                 1.0787,              0.0092377,              0.0092377,              0.0092377
                    388,                0.96318,                 0.6185,                 1.2395,                0.97052,                0.96301,                0.98195,                0.78235,                0.71228,                0.37736,                 1.0786,              0.0092357,              0.0092357,              0.0092357
                    389,                0.96802,                0.62583,                  1.253,                0.96872,                0.96255,                0.98244,                0.78355,                0.71006,                0.37653,                  1.077,              0.0092337,              0.0092337,              0.0092337
                    390,                0.97133,                0.62664,                 1.2472,                0.96772,                0.96235,                0.98185,                0.78337,                0.70803,                 0.3762,                 1.0752,              0.0092318,              0.0092318,              0.0092318
                    391,                0.97036,                0.62161,                 1.2417,                0.96715,                0.96339,                0.98234,                 0.7833,                0.70642,                0.37566,                 1.0743,              0.0092298,              0.0092298,              0.0092298
                    392,                 0.9835,                0.62514,                 1.2633,                0.97015,                 0.9639,                0.98218,                0.78428,                0.70478,                0.37457,                 1.0737,              0.0092278,              0.0092278,              0.0092278
                    393,                0.97922,                 0.6293,                 1.2651,                0.96965,                0.96433,                0.98248,                0.78509,                0.70444,                0.37398,                 1.0731,              0.0092258,              0.0092258,              0.0092258
                    394,                0.98021,                0.62816,                 1.2506,                0.97039,                0.96421,                 0.9831,                0.78558,                0.70465,                0.37391,                 1.0741,              0.0092238,              0.0092238,              0.0092238
                    395,                 0.9764,                0.62301,                 1.2507,                0.96977,                0.96493,                0.98245,                0.78526,                0.70458,                0.37265,                 1.0746,              0.0092219,              0.0092219,              0.0092219
                    396,                0.95971,                0.61045,                 1.2429,                0.96943,                0.96621,                0.98284,                0.78536,                0.70355,                0.37292,                 1.0742,              0.0092199,              0.0092199,              0.0092199
                    397,                0.96285,                0.62375,                 1.2419,                0.96766,                0.96705,                0.98269,                0.78563,                 0.7029,                0.37297,                 1.0729,              0.0092179,              0.0092179,              0.0092179
                    398,                0.96849,                0.60786,                 1.2361,                0.96857,                  0.967,                0.98225,                0.78569,                 0.7021,                0.37267,                 1.0717,              0.0092159,              0.0092159,              0.0092159
                    399,                0.96162,                  0.619,                 1.2458,                   0.97,                0.96698,                0.98329,                0.78768,                0.70187,                0.37169,                 1.0712,              0.0092139,              0.0092139,              0.0092139
                    400,                0.96919,                0.61583,                 1.2427,                0.97042,                0.96662,                0.98263,                 0.7875,                0.70132,                0.37124,                 1.0704,               0.009212,               0.009212,               0.009212
                    401,                0.97021,                0.62382,                 1.2435,                0.97063,                0.96668,                0.98343,                0.78772,                0.70003,                0.37068,                 1.0685,                0.00921,                0.00921,                0.00921
                    402,                0.96675,                0.62404,                 1.2435,                0.96988,                0.96537,                0.98295,                0.78808,                0.69957,                0.37025,                 1.0683,               0.009208,               0.009208,               0.009208
                    403,                 0.9665,                0.62363,                 1.2414,                0.97004,                 0.9671,                0.98292,                0.78778,                0.69977,                 0.3701,                 1.0685,               0.009206,               0.009206,               0.009206
                    404,                0.95673,                0.62137,                 1.2481,                 0.9702,                 0.9661,                0.98296,                0.78799,                 0.7002,                0.37025,                 1.0687,               0.009204,               0.009204,               0.009204
                    405,                0.96214,                0.60538,                 1.2395,                0.96958,                0.96691,                0.98341,                0.78881,                0.69927,                0.36941,                 1.0677,              0.0092021,              0.0092021,              0.0092021
                    406,                 0.9593,                0.62045,                 1.2419,                0.96857,                0.96749,                0.98378,                0.78919,                0.69912,                0.36951,                 1.0669,              0.0092001,              0.0092001,              0.0092001
                    407,                0.95687,                0.61629,                 1.2413,                  0.968,                0.96663,                0.98353,                0.78918,                 0.6992,                0.36884,                 1.0665,              0.0091981,              0.0091981,              0.0091981
                    408,                0.97098,                0.61912,                  1.239,                0.96934,                0.96607,                0.98327,                0.78907,                0.69841,                0.36806,                 1.0654,              0.0091961,              0.0091961,              0.0091961
                    409,                0.96928,                0.62404,                 1.2469,                0.96862,                0.96818,                0.98269,                0.78942,                0.69699,                0.36754,                  1.064,              0.0091941,              0.0091941,              0.0091941
                    410,                0.95129,                0.61137,                 1.2391,                0.96934,                0.96884,                 0.9826,                0.79003,                0.69653,                0.36708,                 1.0634,              0.0091922,              0.0091922,              0.0091922
                    411,                0.96541,                0.61717,                 1.2385,                0.96725,                0.96937,                0.98346,                0.79002,                0.69587,                0.36682,                 1.0627,              0.0091902,              0.0091902,              0.0091902
                    412,                0.94714,                0.60997,                 1.2315,                0.96982,                0.96822,                0.98392,                0.79136,                0.69284,                0.36607,                  1.061,              0.0091882,              0.0091882,              0.0091882
                    413,                0.96714,                0.61959,                 1.2434,                0.96748,                0.96996,                0.98432,                 0.7912,                0.69184,                0.36539,                 1.0608,              0.0091862,              0.0091862,              0.0091862
                    414,                0.94539,                0.60032,                 1.2221,                0.96955,                0.96719,                0.98402,                0.79136,                0.69218,                0.36507,                 1.0611,              0.0091842,              0.0091842,              0.0091842
                    415,                0.95748,                 0.6097,                 1.2424,                0.97163,                0.96784,                 0.9841,                0.79209,                0.69076,                0.36397,                 1.0602,              0.0091823,              0.0091823,              0.0091823
                    416,                 0.9561,                0.61696,                 1.2374,                0.97034,                0.96766,                0.98382,                  0.792,                0.68987,                0.36286,                 1.0598,              0.0091803,              0.0091803,              0.0091803
                    417,                0.96211,                0.62234,                 1.2353,                0.97043,                0.96749,                0.98339,                0.79272,                0.68829,                0.36201,                 1.0581,              0.0091783,              0.0091783,              0.0091783
                    418,                0.94549,                0.60836,                 1.2359,                 0.9699,                0.96878,                0.98447,                0.79428,                0.68652,                 0.3613,                 1.0568,              0.0091763,              0.0091763,              0.0091763
                    419,                0.95886,                0.61373,                 1.2362,                0.96929,                0.96814,                0.98391,                0.79307,                0.68617,                0.36241,                 1.0568,              0.0091743,              0.0091743,              0.0091743
                    420,                0.95874,                0.60739,                  1.238,                0.96918,                0.96823,                0.98333,                 0.7927,                0.68592,                0.36249,                 1.0571,              0.0091724,              0.0091724,              0.0091724
                    421,                0.95677,                0.61252,                 1.2339,                0.96966,                0.96791,                 0.9829,                0.79329,                0.68566,                0.36194,                  1.057,              0.0091704,              0.0091704,              0.0091704
                    422,                0.95151,                0.60788,                  1.232,                0.96828,                0.96896,                0.98287,                0.79328,                0.68413,                0.36169,                 1.0558,              0.0091684,              0.0091684,              0.0091684
                    423,                0.96293,                 0.6051,                 1.2357,                0.96898,                0.96979,                0.98321,                0.79458,                0.68356,                0.36148,                 1.0548,              0.0091664,              0.0091664,              0.0091664
                    424,                0.96156,                0.60244,                 1.2301,                0.97038,                0.97013,                0.98313,                0.79432,                0.68277,                0.36184,                 1.0537,              0.0091644,              0.0091644,              0.0091644
                    425,                0.95092,                0.60284,                 1.2348,                0.97058,                0.96966,                0.98323,                0.79394,                0.68244,                0.36083,                 1.0529,              0.0091625,              0.0091625,              0.0091625
                    426,                 0.9622,                0.60997,                 1.2352,                0.96884,                0.97012,                  0.983,                0.79414,                0.68256,                0.36079,                 1.0527,              0.0091605,              0.0091605,              0.0091605
                    427,                0.95159,                 0.6096,                 1.2264,                0.96746,                0.97112,                0.98344,                0.79408,                0.68216,                0.36028,                 1.0523,              0.0091585,              0.0091585,              0.0091585
                    428,                0.95575,                0.60545,                 1.2332,                0.96617,                0.97112,                0.98382,                0.79463,                0.68112,                0.35941,                 1.0515,              0.0091565,              0.0091565,              0.0091565
                    429,                0.94374,                0.60813,                  1.237,                0.96989,                0.96867,                0.98311,                0.79439,                0.68129,                0.35974,                 1.0514,              0.0091545,              0.0091545,              0.0091545
                    430,                0.95383,                0.60638,                 1.2316,                0.97005,                0.96905,                0.98391,                0.79498,                0.68034,                0.35941,                 1.0515,              0.0091526,              0.0091526,              0.0091526
                    431,                0.94745,                0.60405,                 1.2366,                0.97115,                0.96828,                 0.9841,                0.79508,                0.68027,                0.35907,                 1.0515,              0.0091506,              0.0091506,              0.0091506
                    432,                0.96031,                0.61176,                 1.2313,                0.97246,                0.96788,                0.98421,                0.79591,                0.67914,                0.35862,                 1.0505,              0.0091486,              0.0091486,              0.0091486
                    433,                0.94778,                0.59909,                 1.2323,                0.97278,                0.96741,                0.98422,                0.79595,                0.67856,                0.35869,                   1.05,              0.0091466,              0.0091466,              0.0091466
                    434,                0.94522,                0.60946,                 1.2348,                 0.9731,                0.96781,                0.98449,                0.79714,                0.67637,                0.35849,                  1.049,              0.0091446,              0.0091446,              0.0091446
                    435,                0.94861,                0.60767,                 1.2278,                0.97048,                0.96859,                0.98438,                0.79797,                 0.6755,                0.35804,                 1.0487,              0.0091427,              0.0091427,              0.0091427
                    436,                0.94718,                0.60465,                 1.2332,                0.97109,                0.96873,                0.98467,                0.79885,                0.67432,                0.35663,                 1.0481,              0.0091407,              0.0091407,              0.0091407
                    437,                0.96369,                0.60841,                 1.2318,                0.97024,                0.96994,                0.98487,                0.79947,                0.67317,                0.35575,                 1.0473,              0.0091387,              0.0091387,              0.0091387
                    438,                0.94953,                 0.6029,                 1.2315,                0.97172,                0.96866,                0.98491,                0.79928,                0.67246,                0.35548,                 1.0468,              0.0091367,              0.0091367,              0.0091367
                    439,                0.95749,                0.61082,                 1.2327,                0.97164,                0.96845,                0.98474,                0.79904,                0.67268,                 0.3554,                 1.0464,              0.0091347,              0.0091347,              0.0091347
                    440,                0.94535,                0.60308,                 1.2298,                0.97345,                0.96787,                0.98485,                0.79926,                0.67241,                0.35534,                 1.0463,              0.0091328,              0.0091328,              0.0091328
                    441,                0.94956,                0.60201,                 1.2331,                0.97537,                0.96801,                0.98499,                0.79958,                0.67093,                0.35517,                  1.045,              0.0091308,              0.0091308,              0.0091308
                    442,                0.94894,                0.60596,                 1.2342,                0.97385,                0.96888,                0.98512,                0.80016,                0.66981,                0.35557,                 1.0445,              0.0091288,              0.0091288,              0.0091288
                    443,                0.95153,                0.61373,                   1.24,                0.97416,                0.96747,                0.98509,                 0.8006,                0.66976,                0.35533,                 1.0443,              0.0091268,              0.0091268,              0.0091268
                    444,                0.96503,                0.61033,                 1.2317,                0.97455,                0.96613,                0.98499,                 0.8005,                0.66958,                0.35459,                 1.0437,              0.0091248,              0.0091248,              0.0091248
                    445,                0.94347,                 0.5943,                 1.2251,                0.97444,                0.96564,                0.98515,                 0.8018,                0.66832,                0.35429,                 1.0425,              0.0091229,              0.0091229,              0.0091229
                    446,                0.94723,                0.61178,                  1.224,                0.97457,                0.96683,                0.98526,                0.80137,                0.66727,                0.35443,                 1.0418,              0.0091209,              0.0091209,              0.0091209
                    447,                0.95218,                0.59765,                 1.2224,                0.97317,                0.96939,                0.98526,                0.80211,                0.66539,                0.35378,                 1.0408,              0.0091189,              0.0091189,              0.0091189
                    448,                0.96427,                0.61861,                 1.2367,                0.97316,                0.96833,                0.98518,                0.80208,                0.66459,                0.35406,                 1.0403,              0.0091169,              0.0091169,              0.0091169
                    449,                0.93932,                0.61916,                 1.2285,                0.97332,                0.96841,                 0.9854,                0.80219,                0.66377,                0.35361,                 1.0394,              0.0091149,              0.0091149,              0.0091149
                    450,                0.94732,                0.60864,                  1.232,                0.97459,                0.96744,                 0.9849,                0.80218,                 0.6633,                0.35283,                  1.039,               0.009113,               0.009113,               0.009113
                    451,                0.95139,                0.60442,                 1.2226,                0.97287,                0.96784,                0.98496,                0.80252,                0.66298,                0.35249,                 1.0387,               0.009111,               0.009111,               0.009111
                    452,                0.95581,                0.59604,                 1.2278,                0.97177,                 0.9695,                0.98503,                0.80316,                0.66222,                0.35173,                  1.038,               0.009109,               0.009109,               0.009109
                    453,                0.94369,                0.59728,                 1.2256,                0.97184,                0.96946,                0.98455,                0.80268,                0.66228,                0.35219,                 1.0376,               0.009107,               0.009107,               0.009107
                    454,                0.94222,                0.59896,                 1.2244,                0.97163,                0.97098,                0.98455,                0.80352,                0.66169,                0.35164,                 1.0374,               0.009105,               0.009105,               0.009105
                    455,                0.94742,                0.60083,                 1.2195,                0.97288,                 0.9705,                0.98446,                0.80396,                0.66063,                0.35091,                 1.0366,              0.0091031,              0.0091031,              0.0091031
                    456,                0.94013,                0.59046,                 1.2131,                0.97299,                0.97083,                0.98496,                0.80395,                0.66056,                0.35087,                 1.0364,              0.0091011,              0.0091011,              0.0091011
                    457,                0.94091,                0.59811,                 1.2213,                  0.973,                0.97126,                0.98495,                0.80397,                0.66034,                 0.3507,                 1.0358,              0.0090991,              0.0090991,              0.0090991
                    458,                0.93603,                 0.5948,                 1.2167,                0.97207,                0.97155,                0.98499,                0.80428,                0.65988,                0.35068,                 1.0347,              0.0090971,              0.0090971,              0.0090971
                    459,                0.94817,                0.60138,                 1.2236,                0.97317,                0.97108,                0.98522,                0.80404,                0.65954,                0.34996,                 1.0342,              0.0090951,              0.0090951,              0.0090951
                    460,                0.94262,                0.59767,                 1.2163,                0.97212,                0.97124,                0.98432,                0.80476,                0.65901,                0.34937,                  1.034,              0.0090932,              0.0090932,              0.0090932
                    461,                0.93688,                 0.5824,                 1.2151,                0.97273,                0.97094,                0.98475,                0.80532,                0.65806,                0.34902,                 1.0333,              0.0090912,              0.0090912,              0.0090912
                    462,                0.93773,                0.59202,                 1.2136,                0.97292,                0.96955,                0.98431,                0.80552,                0.65702,                0.34844,                  1.033,              0.0090892,              0.0090892,              0.0090892
                    463,                0.92779,                0.59847,                  1.224,                 0.9717,                0.97065,                0.98466,                0.80535,                0.65653,                0.34842,                 1.0326,              0.0090872,              0.0090872,              0.0090872
                    464,                0.93262,                0.58898,                 1.2126,                0.97256,                0.97156,                  0.985,                 0.8055,                0.65654,                0.34818,                 1.0328,              0.0090852,              0.0090852,              0.0090852
                    465,                0.94191,                0.58946,                  1.222,                0.97247,                0.97074,                0.98505,                0.80539,                0.65585,                0.34838,                 1.0324,              0.0090833,              0.0090833,              0.0090833
                    466,                0.93363,                0.60638,                 1.2233,                0.97277,                0.97092,                0.98491,                0.80526,                0.65495,                0.34862,                 1.0319,              0.0090813,              0.0090813,              0.0090813
                    467,                0.93863,                0.60003,                 1.2142,                0.97177,                0.97001,                0.98496,                0.80541,                0.65476,                0.34847,                 1.0312,              0.0090793,              0.0090793,              0.0090793
